    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      5.0000      6.0000      3.9000      2.2382       2      0.3462
    2      5.0000      4.9000      5.1000      7.7602       1      0.1414
  -------------------------------------------------------------------------
